type,rgb,rgb_x,rgb_y,nir,nir_x,nir_y
positive,00000014_co.ppm,32,416,00000014_ir.ppm,32,416
positive,00000014_co.ppm,96,416,00000014_ir.ppm,96,416
positive,00000014_co.ppm,160,416,00000014_ir.ppm,160,416
positive,00000014_co.ppm,224,416,00000014_ir.ppm,224,416
positive,00000014_co.ppm,288,416,00000014_ir.ppm,288,416
positive,00000014_co.ppm,352,416,00000014_ir.ppm,352,416
positive,00000014_co.ppm,416,416,00000014_ir.ppm,416,416
positive,00000014_co.ppm,480,416,00000014_ir.ppm,480,416
positive,00000014_co.ppm,32,480,00000014_ir.ppm,32,480
positive,00000014_co.ppm,96,480,00000014_ir.ppm,96,480
positive,00000014_co.ppm,160,480,00000014_ir.ppm,160,480
positive,00000014_co.ppm,224,480,00000014_ir.ppm,224,480
positive,00000014_co.ppm,288,480,00000014_ir.ppm,288,480
positive,00000014_co.ppm,352,480,00000014_ir.ppm,352,480
positive,00000014_co.ppm,416,480,00000014_ir.ppm,416,480
positive,00000014_co.ppm,480,480,00000014_ir.ppm,480,480
negative,00000014_co.ppm,32,32,00001127_ir.ppm,160,416
negative,00000014_co.ppm,96,32,00000505_ir.ppm,416,288
negative,00000014_co.ppm,160,32,00000317_ir.ppm,416,288
negative,00000014_co.ppm,224,32,00000368_ir.ppm,416,352
negative,00000014_co.ppm,288,32,00000281_ir.ppm,288,352
negative,00000014_co.ppm,352,32,00000431_ir.ppm,416,416
negative,00000014_co.ppm,416,32,00000772_ir.ppm,32,224
negative,00000014_co.ppm,480,32,00000992_ir.ppm,480,288
negative,00000014_co.ppm,32,96,00001125_ir.ppm,480,160
negative,00000014_co.ppm,96,96,00000124_ir.ppm,288,352
negative,00000014_co.ppm,160,96,00001255_ir.ppm,352,32
negative,00000014_co.ppm,224,96,00000043_ir.ppm,352,96
negative,00000014_co.ppm,288,96,00000629_ir.ppm,480,416
negative,00000014_co.ppm,352,96,00000890_ir.ppm,480,352
negative,00000014_co.ppm,416,96,00000755_ir.ppm,32,352
negative,00000014_co.ppm,480,96,00000292_ir.ppm,32,480
negative,00000014_co.ppm,32,160,00001064_ir.ppm,32,32
negative,00000014_co.ppm,96,160,00000934_ir.ppm,416,352
negative,00000014_co.ppm,160,160,00000545_ir.ppm,416,480
negative,00000014_co.ppm,224,160,00001044_ir.ppm,288,96
negative,00000014_co.ppm,288,160,00000771_ir.ppm,352,416
negative,00000014_co.ppm,352,160,00000831_ir.ppm,480,160
negative,00000014_co.ppm,416,160,00000869_ir.ppm,352,480
negative,00000014_co.ppm,480,160,00000410_ir.ppm,96,288
negative,00000014_co.ppm,32,224,00001231_ir.ppm,288,352
negative,00000014_co.ppm,96,224,00000262_ir.ppm,160,32
negative,00000014_co.ppm,160,224,00000924_ir.ppm,32,224
negative,00000014_co.ppm,224,224,00001022_ir.ppm,288,160
negative,00000014_co.ppm,288,224,00000124_ir.ppm,32,288
negative,00000014_co.ppm,352,224,00000119_ir.ppm,352,416
negative,00000014_co.ppm,416,224,00001110_ir.ppm,416,480
negative,00000014_co.ppm,480,224,00001094_ir.ppm,288,352
negative,00000014_co.ppm,32,288,00000922_ir.ppm,224,416
negative,00000014_co.ppm,96,288,00001022_ir.ppm,416,288
negative,00000014_co.ppm,160,288,00000416_ir.ppm,224,352
negative,00000014_co.ppm,224,288,00000457_ir.ppm,224,96
negative,00000014_co.ppm,288,288,00001022_ir.ppm,224,160
negative,00000014_co.ppm,352,288,00000037_ir.ppm,352,160
negative,00000014_co.ppm,416,288,00001047_ir.ppm,224,224
negative,00000014_co.ppm,480,288,00000349_ir.ppm,224,352
negative,00000014_co.ppm,32,352,00000710_ir.ppm,288,224
negative,00000014_co.ppm,96,352,00000875_ir.ppm,288,352
negative,00000014_co.ppm,160,352,00000083_ir.ppm,480,416
negative,00000014_co.ppm,224,352,00000114_ir.ppm,416,416
negative,00000014_co.ppm,288,352,00000234_ir.ppm,96,416
negative,00000014_co.ppm,352,352,00000052_ir.ppm,224,416
negative,00000014_co.ppm,416,352,00000134_ir.ppm,160,480
negative,00000014_co.ppm,480,352,00001259_ir.ppm,224,96
negative,00000014_co.ppm,32,416,00000218_ir.ppm,288,416
negative,00000014_co.ppm,96,416,00000874_ir.ppm,288,32
negative,00000014_co.ppm,160,416,00000745_ir.ppm,288,480
negative,00000014_co.ppm,224,416,00000043_ir.ppm,352,416
negative,00000014_co.ppm,288,416,00000271_ir.ppm,32,352
negative,00000014_co.ppm,352,416,00000633_ir.ppm,352,160
negative,00000014_co.ppm,416,416,00000292_ir.ppm,32,288
negative,00000014_co.ppm,480,416,00000098_ir.ppm,160,288
negative,00000014_co.ppm,32,480,00000412_ir.ppm,480,32
negative,00000014_co.ppm,96,480,00000029_ir.ppm,288,352
negative,00000014_co.ppm,160,480,00000460_ir.ppm,480,224
negative,00000014_co.ppm,224,480,00001201_ir.ppm,96,224
negative,00000014_co.ppm,288,480,00000014_ir.ppm,480,96
negative,00000014_co.ppm,352,480,00001112_ir.ppm,96,224
negative,00000014_co.ppm,416,480,00000262_ir.ppm,224,416
negative,00000014_co.ppm,480,480,00001044_ir.ppm,416,480
positive,00000022_co.ppm,32,32,00000022_ir.ppm,32,32
positive,00000022_co.ppm,96,32,00000022_ir.ppm,96,32
positive,00000022_co.ppm,160,32,00000022_ir.ppm,160,32
positive,00000022_co.ppm,224,32,00000022_ir.ppm,224,32
positive,00000022_co.ppm,288,32,00000022_ir.ppm,288,32
positive,00000022_co.ppm,352,32,00000022_ir.ppm,352,32
positive,00000022_co.ppm,416,32,00000022_ir.ppm,416,32
positive,00000022_co.ppm,480,32,00000022_ir.ppm,480,32
positive,00000022_co.ppm,32,96,00000022_ir.ppm,32,96
positive,00000022_co.ppm,96,96,00000022_ir.ppm,96,96
positive,00000022_co.ppm,160,96,00000022_ir.ppm,160,96
positive,00000022_co.ppm,224,96,00000022_ir.ppm,224,96
positive,00000022_co.ppm,288,96,00000022_ir.ppm,288,96
positive,00000022_co.ppm,352,96,00000022_ir.ppm,352,96
positive,00000022_co.ppm,416,96,00000022_ir.ppm,416,96
positive,00000022_co.ppm,480,96,00000022_ir.ppm,480,96
positive,00000022_co.ppm,32,160,00000022_ir.ppm,32,160
positive,00000022_co.ppm,96,160,00000022_ir.ppm,96,160
positive,00000022_co.ppm,160,160,00000022_ir.ppm,160,160
positive,00000022_co.ppm,224,160,00000022_ir.ppm,224,160
positive,00000022_co.ppm,288,160,00000022_ir.ppm,288,160
positive,00000022_co.ppm,352,160,00000022_ir.ppm,352,160
positive,00000022_co.ppm,416,160,00000022_ir.ppm,416,160
positive,00000022_co.ppm,480,160,00000022_ir.ppm,480,160
positive,00000022_co.ppm,32,224,00000022_ir.ppm,32,224
positive,00000022_co.ppm,96,224,00000022_ir.ppm,96,224
positive,00000022_co.ppm,160,224,00000022_ir.ppm,160,224
positive,00000022_co.ppm,224,224,00000022_ir.ppm,224,224
positive,00000022_co.ppm,288,224,00000022_ir.ppm,288,224
positive,00000022_co.ppm,352,224,00000022_ir.ppm,352,224
positive,00000022_co.ppm,416,224,00000022_ir.ppm,416,224
positive,00000022_co.ppm,480,224,00000022_ir.ppm,480,224
positive,00000022_co.ppm,32,288,00000022_ir.ppm,32,288
positive,00000022_co.ppm,96,288,00000022_ir.ppm,96,288
positive,00000022_co.ppm,160,288,00000022_ir.ppm,160,288
positive,00000022_co.ppm,224,288,00000022_ir.ppm,224,288
positive,00000022_co.ppm,288,288,00000022_ir.ppm,288,288
positive,00000022_co.ppm,352,288,00000022_ir.ppm,352,288
positive,00000022_co.ppm,416,288,00000022_ir.ppm,416,288
positive,00000022_co.ppm,480,288,00000022_ir.ppm,480,288
positive,00000022_co.ppm,32,352,00000022_ir.ppm,32,352
positive,00000022_co.ppm,96,352,00000022_ir.ppm,96,352
positive,00000022_co.ppm,160,352,00000022_ir.ppm,160,352
positive,00000022_co.ppm,224,352,00000022_ir.ppm,224,352
positive,00000022_co.ppm,288,352,00000022_ir.ppm,288,352
positive,00000022_co.ppm,352,352,00000022_ir.ppm,352,352
positive,00000022_co.ppm,416,352,00000022_ir.ppm,416,352
positive,00000022_co.ppm,480,352,00000022_ir.ppm,480,352
positive,00000022_co.ppm,32,416,00000022_ir.ppm,32,416
positive,00000022_co.ppm,96,416,00000022_ir.ppm,96,416
positive,00000022_co.ppm,160,416,00000022_ir.ppm,160,416
positive,00000022_co.ppm,224,416,00000022_ir.ppm,224,416
positive,00000022_co.ppm,288,416,00000022_ir.ppm,288,416
positive,00000022_co.ppm,352,416,00000022_ir.ppm,352,416
positive,00000022_co.ppm,416,416,00000022_ir.ppm,416,416
positive,00000022_co.ppm,480,416,00000022_ir.ppm,480,416
positive,00000022_co.ppm,32,480,00000022_ir.ppm,32,480
positive,00000022_co.ppm,96,480,00000022_ir.ppm,96,480
positive,00000022_co.ppm,160,480,00000022_ir.ppm,160,480
positive,00000022_co.ppm,224,480,00000022_ir.ppm,224,480
positive,00000022_co.ppm,288,480,00000022_ir.ppm,288,480
positive,00000022_co.ppm,352,480,00000022_ir.ppm,352,480
positive,00000022_co.ppm,416,480,00000022_ir.ppm,416,480
positive,00000022_co.ppm,480,480,00000022_ir.ppm,480,480
negative,00000022_co.ppm,32,32,00000469_ir.ppm,416,160
negative,00000022_co.ppm,96,32,00001203_ir.ppm,416,416
negative,00000022_co.ppm,160,32,00000802_ir.ppm,224,160
negative,00000022_co.ppm,224,32,00000103_ir.ppm,288,352
negative,00000022_co.ppm,288,32,00000206_ir.ppm,480,32
negative,00000022_co.ppm,352,32,00000488_ir.ppm,352,480
negative,00000022_co.ppm,416,32,00000537_ir.ppm,96,416
negative,00000022_co.ppm,480,32,00000549_ir.ppm,416,416
negative,00000022_co.ppm,32,96,00000745_ir.ppm,416,480
negative,00000022_co.ppm,96,96,00000292_ir.ppm,96,224
negative,00000022_co.ppm,160,96,00000780_ir.ppm,96,32
negative,00000022_co.ppm,224,96,00000587_ir.ppm,224,224
negative,00000022_co.ppm,288,96,00000230_ir.ppm,352,288
negative,00000022_co.ppm,352,96,00000768_ir.ppm,416,288
negative,00000022_co.ppm,416,96,00000475_ir.ppm,96,32
negative,00000022_co.ppm,480,96,00000158_ir.ppm,288,480
negative,00000022_co.ppm,32,160,00000458_ir.ppm,160,352
negative,00000022_co.ppm,96,160,00000083_ir.ppm,224,160
negative,00000022_co.ppm,160,160,00000772_ir.ppm,32,480
negative,00000022_co.ppm,224,160,00000947_ir.ppm,480,224
negative,00000022_co.ppm,288,160,00000633_ir.ppm,160,224
negative,00000022_co.ppm,352,160,00000412_ir.ppm,96,416
negative,00000022_co.ppm,416,160,00000092_ir.ppm,288,96
negative,00000022_co.ppm,480,160,00000762_ir.ppm,480,96
negative,00000022_co.ppm,32,224,00000922_ir.ppm,96,480
negative,00000022_co.ppm,96,224,00000098_ir.ppm,224,224
negative,00000022_co.ppm,160,224,00001112_ir.ppm,160,160
negative,00000022_co.ppm,224,224,00000629_ir.ppm,160,160
negative,00000022_co.ppm,288,224,00000924_ir.ppm,96,480
negative,00000022_co.ppm,352,224,00000697_ir.ppm,288,32
negative,00000022_co.ppm,416,224,00000831_ir.ppm,480,480
negative,00000022_co.ppm,480,224,00001102_ir.ppm,96,480
negative,00000022_co.ppm,32,288,00001129_ir.ppm,480,224
negative,00000022_co.ppm,96,288,00000755_ir.ppm,416,160
negative,00000022_co.ppm,160,288,00001226_ir.ppm,352,416
negative,00000022_co.ppm,224,288,00000192_ir.ppm,352,288
negative,00000022_co.ppm,288,288,00000431_ir.ppm,32,480
negative,00000022_co.ppm,352,288,00000080_ir.ppm,224,224
negative,00000022_co.ppm,416,288,00001060_ir.ppm,480,96
negative,00000022_co.ppm,480,288,00000305_ir.ppm,480,160
negative,00000022_co.ppm,32,352,00001011_ir.ppm,160,96
negative,00000022_co.ppm,96,352,00001055_ir.ppm,224,288
negative,00000022_co.ppm,160,352,00000349_ir.ppm,96,416
negative,00000022_co.ppm,224,352,00000216_ir.ppm,480,32
negative,00000022_co.ppm,288,352,00000484_ir.ppm,96,352
negative,00000022_co.ppm,352,352,00000345_ir.ppm,480,480
negative,00000022_co.ppm,416,352,00000984_ir.ppm,224,224
negative,00000022_co.ppm,480,352,00000869_ir.ppm,416,416
negative,00000022_co.ppm,32,416,00000814_ir.ppm,32,32
negative,00000022_co.ppm,96,416,00001180_ir.ppm,224,480
negative,00000022_co.ppm,160,416,00000578_ir.ppm,160,352
negative,00000022_co.ppm,224,416,00000710_ir.ppm,32,96
negative,00000022_co.ppm,288,416,00000248_ir.ppm,288,224
negative,00000022_co.ppm,352,416,00000488_ir.ppm,352,32
negative,00000022_co.ppm,416,416,00000919_ir.ppm,32,480
negative,00000022_co.ppm,480,416,00000405_ir.ppm,288,416
negative,00000022_co.ppm,32,480,00000268_ir.ppm,32,96
negative,00000022_co.ppm,96,480,00001010_ir.ppm,160,160
negative,00000022_co.ppm,160,480,00001065_ir.ppm,416,32
negative,00000022_co.ppm,224,480,00000982_ir.ppm,224,288
negative,00000022_co.ppm,288,480,00001095_ir.ppm,352,416
negative,00000022_co.ppm,352,480,00001224_ir.ppm,416,480
negative,00000022_co.ppm,416,480,00000392_ir.ppm,224,416
negative,00000022_co.ppm,480,480,00000818_ir.ppm,416,352
positive,00000027_co.ppm,32,32,00000027_ir.ppm,32,32
positive,00000027_co.ppm,96,32,00000027_ir.ppm,96,32
positive,00000027_co.ppm,160,32,00000027_ir.ppm,160,32
positive,00000027_co.ppm,224,32,00000027_ir.ppm,224,32
positive,00000027_co.ppm,288,32,00000027_ir.ppm,288,32
positive,00000027_co.ppm,352,32,00000027_ir.ppm,352,32
positive,00000027_co.ppm,416,32,00000027_ir.ppm,416,32
positive,00000027_co.ppm,480,32,00000027_ir.ppm,480,32
positive,00000027_co.ppm,32,96,00000027_ir.ppm,32,96
positive,00000027_co.ppm,96,96,00000027_ir.ppm,96,96
positive,00000027_co.ppm,160,96,00000027_ir.ppm,160,96
positive,00000027_co.ppm,224,96,00000027_ir.ppm,224,96
positive,00000027_co.ppm,288,96,00000027_ir.ppm,288,96
positive,00000027_co.ppm,352,96,00000027_ir.ppm,352,96
positive,00000027_co.ppm,416,96,00000027_ir.ppm,416,96
positive,00000027_co.ppm,480,96,00000027_ir.ppm,480,96
positive,00000027_co.ppm,32,160,00000027_ir.ppm,32,160
positive,00000027_co.ppm,96,160,00000027_ir.ppm,96,160
positive,00000027_co.ppm,160,160,00000027_ir.ppm,160,160
positive,00000027_co.ppm,224,160,00000027_ir.ppm,224,160
positive,00000027_co.ppm,288,160,00000027_ir.ppm,288,160
positive,00000027_co.ppm,352,160,00000027_ir.ppm,352,160
positive,00000027_co.ppm,416,160,00000027_ir.ppm,416,160
positive,00000027_co.ppm,480,160,00000027_ir.ppm,480,160
positive,00000027_co.ppm,32,224,00000027_ir.ppm,32,224
positive,00000027_co.ppm,96,224,00000027_ir.ppm,96,224
positive,00000027_co.ppm,160,224,00000027_ir.ppm,160,224
positive,00000027_co.ppm,224,224,00000027_ir.ppm,224,224
positive,00000027_co.ppm,288,224,00000027_ir.ppm,288,224
positive,00000027_co.ppm,352,224,00000027_ir.ppm,352,224
positive,00000027_co.ppm,416,224,00000027_ir.ppm,416,224
positive,00000027_co.ppm,480,224,00000027_ir.ppm,480,224
positive,00000027_co.ppm,32,288,00000027_ir.ppm,32,288
positive,00000027_co.ppm,96,288,00000027_ir.ppm,96,288
positive,00000027_co.ppm,160,288,00000027_ir.ppm,160,288
positive,00000027_co.ppm,224,288,00000027_ir.ppm,224,288
positive,00000027_co.ppm,288,288,00000027_ir.ppm,288,288
positive,00000027_co.ppm,352,288,00000027_ir.ppm,352,288
positive,00000027_co.ppm,416,288,00000027_ir.ppm,416,288
positive,00000027_co.ppm,480,288,00000027_ir.ppm,480,288
positive,00000027_co.ppm,32,352,00000027_ir.ppm,32,352
positive,00000027_co.ppm,96,352,00000027_ir.ppm,96,352
positive,00000027_co.ppm,160,352,00000027_ir.ppm,160,352
positive,00000027_co.ppm,224,352,00000027_ir.ppm,224,352
positive,00000027_co.ppm,288,352,00000027_ir.ppm,288,352
positive,00000027_co.ppm,352,352,00000027_ir.ppm,352,352
positive,00000027_co.ppm,416,352,00000027_ir.ppm,416,352
positive,00000027_co.ppm,480,352,00000027_ir.ppm,480,352
positive,00000027_co.ppm,32,416,00000027_ir.ppm,32,416
positive,00000027_co.ppm,96,416,00000027_ir.ppm,96,416
positive,00000027_co.ppm,160,416,00000027_ir.ppm,160,416
positive,00000027_co.ppm,224,416,00000027_ir.ppm,224,416
positive,00000027_co.ppm,288,416,00000027_ir.ppm,288,416
positive,00000027_co.ppm,352,416,00000027_ir.ppm,352,416
positive,00000027_co.ppm,416,416,00000027_ir.ppm,416,416
positive,00000027_co.ppm,480,416,00000027_ir.ppm,480,416
positive,00000027_co.ppm,32,480,00000027_ir.ppm,32,480
positive,00000027_co.ppm,96,480,00000027_ir.ppm,96,480
positive,00000027_co.ppm,160,480,00000027_ir.ppm,160,480
positive,00000027_co.ppm,224,480,00000027_ir.ppm,224,480
positive,00000027_co.ppm,288,480,00000027_ir.ppm,288,480
positive,00000027_co.ppm,352,480,00000027_ir.ppm,352,480
positive,00000027_co.ppm,416,480,00000027_ir.ppm,416,480
positive,00000027_co.ppm,480,480,00000027_ir.ppm,480,480
negative,00000027_co.ppm,32,32,00000029_ir.ppm,416,288
negative,00000027_co.ppm,96,32,00000831_ir.ppm,288,352
negative,00000027_co.ppm,160,32,00000495_ir.ppm,288,480
negative,00000027_co.ppm,224,32,00000831_ir.ppm,416,352
negative,00000027_co.ppm,288,32,00000800_ir.ppm,160,96
negative,00000027_co.ppm,352,32,00000246_ir.ppm,96,224
negative,00000027_co.ppm,416,32,00000805_ir.ppm,288,352
negative,00000027_co.ppm,480,32,00000114_ir.ppm,32,32
negative,00000027_co.ppm,32,96,00000022_ir.ppm,352,96
negative,00000027_co.ppm,96,96,00001112_ir.ppm,288,224
negative,00000027_co.ppm,160,96,00000748_ir.ppm,96,224
negative,00000027_co.ppm,224,96,00000578_ir.ppm,32,160
negative,00000027_co.ppm,288,96,00000480_ir.ppm,480,32
negative,00000027_co.ppm,352,96,00000218_ir.ppm,416,96
negative,00000027_co.ppm,416,96,00000111_ir.ppm,160,96
negative,00000027_co.ppm,480,96,00000934_ir.ppm,96,160
negative,00000027_co.ppm,32,160,00001242_ir.ppm,352,288
negative,00000027_co.ppm,96,160,00000458_ir.ppm,352,352
negative,00000027_co.ppm,160,160,00000755_ir.ppm,288,288
negative,00000027_co.ppm,224,160,00000423_ir.ppm,96,416
negative,00000027_co.ppm,288,160,00000819_ir.ppm,480,224
negative,00000027_co.ppm,352,160,00000166_ir.ppm,288,416
negative,00000027_co.ppm,416,160,00000305_ir.ppm,288,224
negative,00000027_co.ppm,480,160,00000087_ir.ppm,32,160
negative,00000027_co.ppm,32,224,00000166_ir.ppm,480,480
negative,00000027_co.ppm,96,224,00001009_ir.ppm,480,416
negative,00000027_co.ppm,160,224,00001016_ir.ppm,480,32
negative,00000027_co.ppm,224,224,00001094_ir.ppm,480,352
negative,00000027_co.ppm,288,224,00001092_ir.ppm,96,160
negative,00000027_co.ppm,352,224,00000457_ir.ppm,352,352
negative,00000027_co.ppm,416,224,00000412_ir.ppm,224,224
negative,00000027_co.ppm,480,224,00000654_ir.ppm,32,288
negative,00000027_co.ppm,32,288,00000116_ir.ppm,288,352
negative,00000027_co.ppm,96,288,00001064_ir.ppm,352,352
negative,00000027_co.ppm,160,288,00001253_ir.ppm,32,32
negative,00000027_co.ppm,224,288,00000587_ir.ppm,96,416
negative,00000027_co.ppm,288,288,00000158_ir.ppm,352,160
negative,00000027_co.ppm,352,288,00000218_ir.ppm,224,480
negative,00000027_co.ppm,416,288,00000780_ir.ppm,96,288
negative,00000027_co.ppm,480,288,00000475_ir.ppm,32,416
negative,00000027_co.ppm,32,352,00000209_ir.ppm,96,288
negative,00000027_co.ppm,96,352,00001129_ir.ppm,32,160
negative,00000027_co.ppm,160,352,00000206_ir.ppm,480,352
negative,00000027_co.ppm,224,352,00000116_ir.ppm,480,96
negative,00000027_co.ppm,288,352,00000505_ir.ppm,480,96
negative,00000027_co.ppm,352,352,00000260_ir.ppm,32,224
negative,00000027_co.ppm,416,352,00000478_ir.ppm,416,224
negative,00000027_co.ppm,480,352,00001214_ir.ppm,416,96
negative,00000027_co.ppm,32,416,00000351_ir.ppm,32,96
negative,00000027_co.ppm,96,416,00000305_ir.ppm,224,416
negative,00000027_co.ppm,160,416,00000814_ir.ppm,96,288
negative,00000027_co.ppm,224,416,00000350_ir.ppm,480,32
negative,00000027_co.ppm,288,416,00000759_ir.ppm,416,32
negative,00000027_co.ppm,352,416,00000874_ir.ppm,352,288
negative,00000027_co.ppm,416,416,00000143_ir.ppm,32,480
negative,00000027_co.ppm,480,416,00000771_ir.ppm,224,288
negative,00000027_co.ppm,32,480,00001223_ir.ppm,480,480
negative,00000027_co.ppm,96,480,00000549_ir.ppm,352,288
negative,00000027_co.ppm,160,480,00001022_ir.ppm,416,480
negative,00000027_co.ppm,224,480,00000033_ir.ppm,160,288
negative,00000027_co.ppm,288,480,00001010_ir.ppm,160,352
negative,00000027_co.ppm,352,480,00001067_ir.ppm,32,224
negative,00000027_co.ppm,416,480,00000535_ir.ppm,416,32
negative,00000027_co.ppm,480,480,00001003_ir.ppm,352,224
positive,00000029_co.ppm,32,32,00000029_ir.ppm,32,32
positive,00000029_co.ppm,96,32,00000029_ir.ppm,96,32
positive,00000029_co.ppm,160,32,00000029_ir.ppm,160,32
positive,00000029_co.ppm,224,32,00000029_ir.ppm,224,32
positive,00000029_co.ppm,288,32,00000029_ir.ppm,288,32
positive,00000029_co.ppm,352,32,00000029_ir.ppm,352,32
positive,00000029_co.ppm,416,32,00000029_ir.ppm,416,32
positive,00000029_co.ppm,480,32,00000029_ir.ppm,480,32
positive,00000029_co.ppm,32,96,00000029_ir.ppm,32,96
positive,00000029_co.ppm,96,96,00000029_ir.ppm,96,96
positive,00000029_co.ppm,160,96,00000029_ir.ppm,160,96
positive,00000029_co.ppm,224,96,00000029_ir.ppm,224,96
positive,00000029_co.ppm,288,96,00000029_ir.ppm,288,96
positive,00000029_co.ppm,352,96,00000029_ir.ppm,352,96
positive,00000029_co.ppm,416,96,00000029_ir.ppm,416,96
positive,00000029_co.ppm,480,96,00000029_ir.ppm,480,96
positive,00000029_co.ppm,32,160,00000029_ir.ppm,32,160
positive,00000029_co.ppm,96,160,00000029_ir.ppm,96,160
positive,00000029_co.ppm,160,160,00000029_ir.ppm,160,160
positive,00000029_co.ppm,224,160,00000029_ir.ppm,224,160
positive,00000029_co.ppm,288,160,00000029_ir.ppm,288,160
positive,00000029_co.ppm,352,160,00000029_ir.ppm,352,160
positive,00000029_co.ppm,416,160,00000029_ir.ppm,416,160
positive,00000029_co.ppm,480,160,00000029_ir.ppm,480,160
positive,00000029_co.ppm,32,224,00000029_ir.ppm,32,224
positive,00000029_co.ppm,96,224,00000029_ir.ppm,96,224
positive,00000029_co.ppm,160,224,00000029_ir.ppm,160,224
positive,00000029_co.ppm,224,224,00000029_ir.ppm,224,224
positive,00000029_co.ppm,288,224,00000029_ir.ppm,288,224
positive,00000029_co.ppm,352,224,00000029_ir.ppm,352,224
positive,00000029_co.ppm,416,224,00000029_ir.ppm,416,224
positive,00000029_co.ppm,480,224,00000029_ir.ppm,480,224
positive,00000029_co.ppm,32,288,00000029_ir.ppm,32,288
positive,00000029_co.ppm,96,288,00000029_ir.ppm,96,288
positive,00000029_co.ppm,160,288,00000029_ir.ppm,160,288
positive,00000029_co.ppm,224,288,00000029_ir.ppm,224,288
positive,00000029_co.ppm,288,288,00000029_ir.ppm,288,288
positive,00000029_co.ppm,352,288,00000029_ir.ppm,352,288
positive,00000029_co.ppm,416,288,00000029_ir.ppm,416,288
positive,00000029_co.ppm,480,288,00000029_ir.ppm,480,288
positive,00000029_co.ppm,32,352,00000029_ir.ppm,32,352
positive,00000029_co.ppm,96,352,00000029_ir.ppm,96,352
positive,00000029_co.ppm,160,352,00000029_ir.ppm,160,352
positive,00000029_co.ppm,224,352,00000029_ir.ppm,224,352
positive,00000029_co.ppm,288,352,00000029_ir.ppm,288,352
positive,00000029_co.ppm,352,352,00000029_ir.ppm,352,352
positive,00000029_co.ppm,416,352,00000029_ir.ppm,416,352
positive,00000029_co.ppm,480,352,00000029_ir.ppm,480,352
positive,00000029_co.ppm,32,416,00000029_ir.ppm,32,416
positive,00000029_co.ppm,96,416,00000029_ir.ppm,96,416
positive,00000029_co.ppm,160,416,00000029_ir.ppm,160,416
